team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Sheffield Wednesday FC,Sheffield Wednesday,2009/2010,England,46,23,23,0,11,8,3,14,6,8,21,9,12,1.02,1.3,0.74,22,21,21,22,49,69,-20,118,61,57,30,19,31,38,-1,-19,84,69,108,60,67,55,8,5,3,24,12,12,18,7,11,17,11,6,0,0,0,58,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,6,34,16,18,-8,4,-12,11,8,3,19,10,9,16,5,11,1.13,1.48,0.78,2.57,2.65,2.48,1.07,1.3,0.83,1.5,1.35,1.65,1.3,1.57,1.04,0.57,0.87,0.26,0.74,0.7,0.78,42,36,23,13,4,0,22,20,12,7,0,0,20,16,11,6,4,0,4,10,23,33,42,46,1,3,11,16,23,23,3,7,12,17,19,23,91,78,50,28,9,0,96,87,52,30,0,0,87,70,48,26,17,0,9,22,50,72,91,100,4,13,48,70,100,100,13,30,52,74,83,100,34,19,7,19,13,4,15,6,3,74,41,15,83,57,17,65,26,13,24,35,13,16,17,22,13,52,52,52,39,30,48,37,48,26,21,11,10,46,48,43,26,8,18,57,35,78,11,8,3,24,35,13,24,35,13,41,43,39,35,22,48,0.00,0.00,0.00,1.53,1.16,1.89,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,65,8,5,3,5,7,6,4,7,4,7,9,11,4,5,7,9,10,7,30,26,35,46,39,52,0
Barnsley FC,Barnsley,2009/2010,England,46,23,23,0,14,8,6,12,7,5,20,8,12,1.17,1.35,1,19,20,13,19,53,69,-16,122,54,68,25,28,29,40,-4,-12,78,83,74,60,71,52,11,7,4,26,12,14,14,7,7,16,11,5,0,0,0,86,40,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,11,33,14,19,-14,-6,-8,7,3,4,23,12,11,16,8,8,0.96,0.91,1,2.65,2.35,2.96,1.15,1.09,1.22,1.5,1.26,1.74,1.13,0.96,1.3,0.41,0.35,0.48,0.72,0.61,0.83,41,29,24,15,6,3,20,14,12,7,1,0,21,15,12,8,5,3,5,17,22,31,40,43,3,9,11,16,22,23,2,8,11,15,18,20,89,63,52,33,13,7,87,61,52,30,4,0,91,65,52,35,22,13,11,37,48,67,87,93,13,39,48,70,96,100,9,35,48,65,78,87,28,17,6,14,7,1,14,10,5,61,37,13,61,30,4,61,43,22,30,35,26,6,24,30,17,57,52,61,30,30,30,35,48,22,23,12,11,50,52,48,32,16,16,70,70,70,9,4,5,20,17,22,15,13,17,50,52,48,35,35,35,0.00,0.00,0.00,1.95,1.74,2.19,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,76,6,5,2,4,4,10,4,7,11,8,2,14,5,7,9,4,11,9,26,30,22,43,35,52,0
Reading FC,Reading,2009/2010,England,46,23,23,0,17,10,7,12,7,5,17,6,11,1.37,1.61,1.13,9,11,10,9,68,63,5,131,61,70,39,29,22,41,17,-12,61,53,71,66,94,51,11,8,3,28,12,16,11,5,6,24,14,10,0,0,0,69,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,10,27,11,16,5,11,-6,15,10,5,17,8,9,14,5,9,1.35,1.65,1.04,2.85,2.65,3.04,1.48,1.7,1.26,1.37,0.96,1.78,1.28,1.43,1.13,0.7,0.96,0.43,0.59,0.48,0.7,42,38,27,14,8,2,21,17,10,6,5,2,21,21,17,8,3,0,4,8,19,32,38,44,2,6,13,17,18,21,2,2,6,15,20,23,91,83,59,30,17,4,91,74,43,26,22,9,91,91,74,35,13,0,9,17,41,70,83,96,9,26,57,74,78,91,9,9,26,65,87,100,34,19,4,17,10,4,17,9,0,74,41,9,74,43,17,74,39,0,37,43,30,23,24,35,13,61,52,70,24,22,26,52,61,43,26,15,11,57,65,48,25,10,15,54,43,65,7,4,3,15,17,13,33,43,22,37,35,39,30,22,39,0.00,0.00,0.00,1.6,1.2,1.96,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,76,6,7,8,5,10,8,5,8,11,2,7,3,5,13,8,8,6,11,26,30,22,37,26,48,0
Ipswich Town FC,Ipswich Town,2009/2010,England,46,23,23,0,12,8,4,20,11,9,14,4,10,1.22,1.52,0.91,16,16,16,16,50,61,-11,111,47,64,24,26,23,38,1,-12,83,87,80,68,90,55,12,9,3,27,11,16,13,7,6,19,12,7,0,0,0,72,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,13,22,8,14,4,5,-1,14,8,6,22,12,10,10,3,7,1.39,1.57,1.22,2.41,2.04,2.78,1.09,1.04,1.13,1.33,1,1.65,1.04,0.91,1.17,0.57,0.57,0.57,0.48,0.35,0.61,40,35,20,11,3,2,19,16,7,4,1,0,21,19,13,7,2,2,6,11,26,35,43,44,4,7,16,19,22,23,2,4,10,16,21,21,87,76,43,24,7,4,83,70,30,17,4,0,91,83,57,30,9,9,13,24,57,76,93,96,17,30,70,83,96,100,9,17,43,70,91,91,31,14,3,14,6,1,17,8,2,67,30,7,61,26,4,74,35,9,26,35,17,10,26,39,13,59,48,70,28,30,26,41,52,30,28,17,11,61,74,48,24,12,12,52,52,52,9,3,6,20,13,26,30,35,26,48,52,43,22,13,30,0.00,0.00,0.00,1.85,1.67,2.06,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,65,11,4,2,2,7,2,8,7,7,7,3,4,8,5,6,9,5,14,43,48,39,30,17,43,0
Blackpool FC,Blackpool,2009/2010,England,49,25,24,0,22,15,7,13,6,7,14,4,10,1.61,2.04,1.17,6,4,7,4,83,64,19,147,76,71,51,32,25,39,26,-7,53,44,68,69,90,55,16,9,7,29,16,13,7,1,6,24,15,9,0,0,0,66,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,11,30,13,17,1,7,-6,16,10,6,20,11,9,13,4,9,1.39,1.64,1.13,3,3.04,2.96,1.69,2.04,1.33,1.31,1,1.63,1.24,1.32,1.17,0.63,0.8,0.46,0.61,0.52,0.71,46,42,27,16,11,4,24,23,15,8,5,1,22,19,12,8,6,3,3,7,22,33,38,45,1,2,10,17,20,24,2,5,12,16,18,21,94,86,55,33,22,8,96,92,60,32,20,4,92,79,50,33,25,13,6,14,45,67,78,92,4,8,40,68,80,96,8,21,50,67,75,87,37,19,3,19,10,2,18,9,1,76,39,6,76,40,8,75,38,4,45,60,29,23,33,36,29,59,64,54,14,4,25,49,60,38,27,15,12,55,60,50,23,9,14,47,36,58,11,7,4,22,28,17,33,40,25,41,44,38,27,16,38,0.00,0.00,0.00,1.5,1.32,1.68,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,82,4,7,8,6,8,11,10,14,15,9,6,5,7,4,7,6,7,13,27,24,29,29,16,42,0
Doncaster Rovers FC,Doncaster Rovers,2009/2010,England,46,23,23,0,15,9,6,15,7,8,16,7,9,1.3,1.48,1.13,12,17,9,12,59,58,1,117,61,56,32,27,29,29,3,-2,70,65,77,71,71,71,14,7,7,26,13,13,11,5,6,23,13,10,0,0,0,47,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,15,21,10,11,8,4,4,18,10,8,18,8,10,10,5,5,1.57,1.65,1.48,2.54,2.65,2.43,1.28,1.39,1.17,1.26,1.26,1.26,1.09,1.04,1.13,0.63,0.61,0.65,0.46,0.43,0.48,41,33,20,10,7,4,21,15,10,6,5,3,20,18,10,4,2,1,5,13,26,36,39,42,2,8,13,17,18,20,3,5,13,19,21,22,89,72,43,22,15,9,91,65,43,26,22,13,87,78,43,17,9,4,11,28,57,78,85,91,9,35,57,74,78,87,13,22,57,83,91,96,32,11,4,15,6,3,17,5,1,70,24,9,65,26,13,74,22,4,33,39,26,0,30,30,30,57,57,57,24,22,26,50,57,43,28,15,13,61,65,57,24,13,11,52,57,48,8,3,5,17,13,22,39,43,35,39,35,43,22,22,22,0.00,0.00,0.00,1.27,0.8,1.82,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,63,4,9,5,6,7,4,8,4,12,2,6,6,4,3,4,9,14,10,33,30,35,35,30,39,0
Scunthorpe United FC,Scunthorpe United,2009/2010,England,46,23,23,0,14,10,4,10,7,3,22,6,16,1.13,1.61,0.65,21,13,23,21,62,84,-22,146,72,74,40,22,32,52,8,-30,67,52,94,49,65,40,7,4,3,26,16,10,13,3,10,18,12,6,0,0,0,85,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,36,11,25,-17,3,-20,12,9,3,14,6,8,20,8,12,1.09,1.43,0.74,3.17,3.13,3.22,1.35,1.74,0.96,1.83,1.39,2.26,1.2,1.09,1.3,0.41,0.61,0.22,0.78,0.48,1.09,46,41,30,18,7,3,23,21,15,10,2,1,23,20,15,8,5,2,0,5,16,28,39,43,0,2,8,13,21,22,0,3,8,15,18,21,100,89,65,39,15,7,100,91,65,43,9,4,100,87,65,35,22,9,0,11,35,61,85,93,0,9,35,57,91,96,0,13,35,65,78,91,33,14,7,18,5,2,15,9,5,72,30,15,78,22,9,65,39,22,30,43,17,27,15,17,13,57,70,43,28,13,43,39,52,26,24,13,11,52,57,48,32,13,19,70,57,83,3,2,1,7,9,4,26,39,13,30,26,35,43,35,52,0.00,0.00,0.00,2.13,2.19,2.05,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,91,2,7,3,1,10,10,7,8,14,5,10,11,4,9,13,9,10,13,22,30,13,48,26,70,0
Coventry City FC,Coventry City,2009/2010,England,46,23,23,0,13,8,5,15,9,6,18,6,12,1.17,1.43,0.91,20,19,17,20,47,64,-17,111,56,55,27,20,29,35,-2,-15,88,77,103,65,71,59,10,4,6,24,15,9,15,5,10,23,12,11,0,0,0,78,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,8,30,13,17,-9,0,-9,11,7,4,19,9,10,16,7,9,1.13,1.3,0.96,2.41,2.43,2.39,1.02,1.17,0.87,1.39,1.26,1.52,1.11,1.13,1.09,0.46,0.57,0.35,0.65,0.57,0.74,43,32,18,12,6,0,22,17,9,6,2,0,21,15,9,6,4,0,3,14,28,34,40,46,1,6,14,17,21,23,2,8,14,17,19,23,93,70,39,26,13,0,96,74,39,26,9,0,91,65,39,26,17,0,7,30,61,74,87,100,4,26,61,74,91,100,9,35,61,74,83,100,33,15,3,17,8,1,16,7,2,72,33,7,74,35,4,70,30,9,28,35,22,12,22,17,26,52,65,39,33,22,43,50,52,48,23,12,11,50,52,48,28,13,15,61,57,65,8,4,4,17,17,17,24,30,17,41,39,43,35,30,39,0.00,0.00,0.00,1.9,1.95,1.85,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,63,4,7,5,5,4,4,3,4,11,4,7,6,7,11,7,8,7,7,33,39,26,39,26,52,0
Peterborough United FC,Peterborough United,2009/2010,England,46,23,23,0,8,6,2,10,5,5,28,12,16,0.74,1,0.48,24,23,24,24,46,80,-34,126,69,57,32,14,37,43,-5,-29,90,65,148,52,56,48,5,3,2,25,15,10,17,5,12,14,10,4,0,0,0,52,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,49,20,29,-37,-12,-25,5,4,1,12,7,5,29,12,17,0.59,0.83,0.35,2.74,3,2.48,1,1.39,0.61,1.74,1.61,1.87,1.33,1.22,1.43,0.26,0.35,0.17,1.07,0.87,1.26,45,34,24,13,6,2,23,17,15,7,4,1,22,17,9,6,2,1,1,12,22,33,40,44,0,6,8,16,19,22,1,6,14,17,21,22,98,74,52,28,13,4,100,74,65,30,17,4,96,74,39,26,9,4,2,26,48,72,87,96,0,26,35,70,83,96,4,26,61,74,91,96,37,15,6,17,6,3,20,9,3,80,33,13,74,26,13,87,39,13,17,26,9,23,11,13,9,54,65,43,37,22,52,30,43,17,14,10,4,30,43,17,35,16,19,76,70,83,6,3,3,13,13,13,11,17,4,26,30,22,63,52,74,0.00,0.00,0.00,1.33,1.23,1.47,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,87,3,2,2,3,5,8,7,8,8,9,8,13,11,12,6,10,5,6,22,22,22,61,52,70,0
Sheffield United FC,Sheffield United,2009/2010,England,46,23,23,0,17,12,5,14,8,6,15,3,12,1.41,1.91,0.91,8,6,15,8,62,55,7,117,57,60,37,25,20,35,17,-10,67,56,83,75,103,59,16,12,4,23,9,14,10,4,6,19,14,5,0,0,0,89,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,7,24,7,17,-1,9,-10,10,8,2,21,11,10,15,4,11,1.11,1.52,0.7,2.54,2.48,2.61,1.35,1.61,1.09,1.2,0.87,1.52,1.02,1,1.04,0.5,0.7,0.3,0.52,0.3,0.74,43,32,20,11,6,3,21,15,7,5,4,3,22,17,13,6,2,0,3,14,26,35,40,43,2,8,16,18,19,20,1,6,10,17,21,23,93,70,43,24,13,7,91,65,30,22,17,13,96,74,57,26,9,0,7,30,57,76,87,93,9,35,70,78,83,87,4,26,43,74,91,100,30,13,3,13,6,3,17,7,0,65,28,7,57,26,13,74,30,0,37,52,22,24,35,52,17,50,39,61,22,17,26,41,61,22,26,18,8,57,78,35,30,13,17,65,57,74,6,2,4,13,9,17,22,35,9,46,48,43,33,17,48,0.00,0.00,0.00,2.07,2,2.14,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,65,5,3,3,4,13,6,9,6,13,4,4,5,4,12,14,3,4,5,30,35,26,33,13,52,0
Plymouth Argyle FC,Plymouth Argyle,2009/2010,England,46,23,23,0,11,5,6,8,6,2,27,12,15,0.89,0.91,0.87,23,24,18,23,43,68,-25,111,50,61,20,23,30,38,-10,-15,97,103,90,61,69,55,5,2,3,25,12,13,17,10,7,16,7,9,0,0,0,77,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,29,13,16,-15,-6,-9,7,4,3,20,9,11,19,10,9,0.89,0.91,0.87,2.41,2.17,2.65,0.93,0.87,1,1.48,1.3,1.65,0.93,0.87,1,0.3,0.3,0.3,0.63,0.57,0.7,45,33,19,9,3,1,22,15,7,4,2,0,23,18,12,5,1,1,1,13,27,37,43,45,1,8,16,19,21,23,0,5,11,18,22,22,98,72,41,20,7,2,96,65,30,17,9,0,100,78,52,22,4,4,2,28,59,80,93,98,4,35,70,83,91,100,0,22,48,78,96,96,30,11,2,16,4,0,14,7,2,65,24,4,70,17,0,61,30,9,24,22,26,3,11,9,13,54,52,57,37,43,30,35,30,39,23,11,12,50,48,52,33,17,16,72,74,70,6,2,4,13,9,17,15,17,13,43,39,48,41,43,39,0.00,0.00,0.00,1.83,1.36,2.35,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,74,1,3,4,4,4,3,7,7,10,5,4,5,10,9,4,9,10,12,17,26,9,59,52,65,0
